city,lat,lng,country,population
Longjiang,47.3404,123.18,China,106384
Namur,50.4704,4.87,Belgium,106284
Novotroitsk,51.2,58.33,Russia,106186
Norwalk,33.9069,-118.0829,United States,106178
Raba,-8.45,118.7666,Indonesia,106101
Turlock,37.5053,-120.8588,United States,106100
Bage,-31.32,-54.1,Brazil,106098
Derbent,42.0578,48.2774,Russia,105965
Suceava,47.6377,26.2593,Romania,105796
Annecy,45.9,6.1167,France,105749
Sandy Springs,33.9366,-84.3703,United States,105703
Salto,-31.3903,-57.9687,Uruguay,105690
Azare,11.6804,10.19,Nigeria,105687
Lahad Datu,5.0464,118.336,Malaysia,105622
Sadah,16.9398,43.8498,Yemen,105542
Assab,13.01,42.73,Eritrea,105496
Kon Tum,14.3838,107.9833,Vietnam,105489
Fresnillo,23.1704,-102.86,Mexico,105488
Lugano,46.0004,8.9667,Switzerland,105388
Queenstown,-31.8996,26.88,South Africa,105309
Hoa Binh,20.8137,105.3383,Vietnam,105260
Granada,11.9337,-85.95,Nicaragua,105219
Kongolo,-5.3795,26.98,Congo (Kinshasa),105202
Jizan,16.9066,42.5566,Saudi Arabia,105198
Hillsboro,45.5289,-122.9373,United States,105164
Focsani,45.6966,27.1865,Romania,105112
Linhares,-19.39,-40.05,Brazil,105075
Cottbus,51.7704,14.33,Germany,105067
Koutiala,12.3904,-5.47,Mali,104927
Prijedor,44.9804,16.7,Bosnia And Herzegovina,104858
Jena,50.9304,11.58,Germany,104712
Gera,50.8704,12.07,Germany,104659
Lewisville,33.0453,-96.9823,United States,104659
Torbat-e Jam,35.2233,60.6129,Iran,104578
Nong Khai,17.8733,102.7479,Thailand,104505
Burbank,34.188,-118.3234,United States,104447
Brindisi,40.6403,17.93,Italy,104437
Mmabatho,-25.83,25.61,South Africa,104428
Zhezqazghan,47.78,67.77,Kazakhstan,104357
Tandil,-37.32,-59.15,Argentina,104325
Chico,39.7568,-121.816,United States,104302
San Antonio,-33.5995,-71.61,Chile,104292
Maumere,-8.6189,122.2123,Indonesia,104285
Albury,-36.06,146.92,Australia,104258
Al Qamishli,37.03,41.23,Syria,104107
Adigrat,14.2804,39.47,Ethiopia,104021
Abengourou,6.7304,-3.49,C𴥠DӉvoire,104020
Kiselevsk,54,86.64,Russia,104000
Kroonstad,-27.66,27.21,South Africa,103992
San Mateo,37.5522,-122.3122,United States,103959
EdDamer,17.59,33.96,Sudan,103941
Loubomo,-4.1796,12.67,Congo (Brazzaville),103894
El Cajon,32.8017,-116.9604,United States,103768
Kilinochchi,9.4004,80.3999,Sri Lanka,103717
Ahar,38.4829,47.0629,Iran,103639
Biak,-1.1615,136.0485,Indonesia,103610
Gardiz,33.6001,69.2146,Afghanistan,103601
Konotop,51.2424,33.209,Ukraine,103547
Matruh,31.3504,27.23,Egypt,103470
Perabumulih,-3.4432,104.2315,Indonesia,103470
Guaymas,27.93,-110.89,Mexico,103449
Hidalgo del Parral,26.9334,-105.6666,Mexico,103378
Vinh Long,10.256,105.964,Vietnam,103314
Rialto,34.1128,-117.3885,United States,103314
Velikiye Luki,56.32,30.52,Russia,103149
Palma Soriano,20.2172,-75.9988,Cuba,102826
Pedro Juan Caballero,-22.5446,-55.76,Paraguay,102787
Pakxe,15.1221,105.8183,Laos,102775
Roxas,11.5853,122.7511,Philippines,102688
Piatra-Neamt,46.94,26.383,Romania,102688
Grudziadz,53.4804,18.75,Poland,102443
La Crosse,43.8234,-91.2279,United States,102427
Lower Hutt,-41.2037,174.9123,New Zealand,102400
Houma,35.62,111.21,China,102400
Ukhta,63.56,53.69,Russia,102187
Liberec,50.8,15.08,Czechia,102175
League City,29.4873,-95.109,United States,102010
Bethal,-26.4696,29.45,South Africa,101919
Davie,26.0789,-80.287,United States,101871
Jacksonville,34.7323,-77.3962,United States,101865
Bontang,0.1333,117.5,Indonesia,101691
Teluk Intan,4.0119,101.0314,Malaysia,101659
Vista,33.1895,-117.2386,United States,101659
Ibri,23.2254,56.517,Oman,101640
Dera Ismail Khan,31.829,70.8986,Pakistan,101616
Kansk,56.19,95.71,Russia,101502
Holland,42.7676,-86.0984,United States,101421
Sarapul,56.4791,53.7987,Russia,101344
Maladzyechna,54.3188,26.8653,Belarus,101300
Olomouc,49.63,17.25,Czechia,101268
Barretos,-20.55,-48.58,Brazil,101220
Teofilo Otoni,-17.87,-41.5,Brazil,101170
Kilchu,40.9604,129.3204,"Korea, North",101165
Duitama,5.8305,-73.02,Colombia,101156
Vanadzor,40.8128,44.4883,Armenia,101098
Tartu,58.3839,26.7099,Estonia,101092
Renton,47.4757,-122.1904,United States,100953
Novara,45.45,8.62,Italy,100910
Longview,32.5192,-94.7622,United States,100852
Oum el Bouaghi,35.85,7.15,Algeria,100821
Solikamsk,59.67,56.75,Russia,100812
Glazov,58.1232,52.6288,Russia,100676
Temple,31.1077,-97.3899,United States,100641
Ancona,43.6004,13.4999,Italy,100507
Bukoba,-1.3196,31.8,Tanzania,100504
Kpalime,6.9004,0.63,Togo,100479
San Angelo,31.4424,-100.4503,United States,100472
Sakata,38.92,139.8501,Japan,100446
Magangue,9.23,-74.74,Colombia,100313
Ust-Ulimsk,57.99,102.6333,Russia,100271
Sabha,27.0333,14.4333,Libya,100249
Lida,53.8885,25.2846,Belarus,100216
Arlit,18.82,7.33,Niger,100000
Subotica,46.07,19.68,Serbia,100000
Chamdo,31.1667,97.2333,China,100000
Isna,25.2904,32.5499,Egypt,100000
Logan,41.7403,-111.8418,United States,99909
Tsuruoka,38.7004,139.8302,Japan,99820
Chanthaburi,12.6133,102.0979,Thailand,99819
Tumen,42.97,129.8201,China,99721
Urgut,39.4007,67.2607,Uzbekistan,99675
Charlottesville,38.0374,-78.4856,United States,99664
Bend,44.0562,-121.3087,United States,99634
Zelenodolsk,55.8406,48.655,Russia,99600
Wichita Falls,33.9072,-98.5293,United States,99596
Galle,6.03,80.24,Sri Lanka,99478
Novoshakhtinsk,47.77,39.92,Russia,99478
Choluteca,13.3007,-87.1908,Honduras,99429
Thunder Bay,48.4462,-89.275,Canada,99334
Thika,-1.0396,37.09,Kenya,99322
Bam,29.1077,58.362,Iran,99268
Allen,33.1087,-96.6735,United States,99179
Fengzhen,40.4547,113.1443,China,99174
Kwekwe,-18.9296,29.8,Zimbabwe,99149
Tuapse,44.1148,39.0644,Russia,99145
Talara,-4.58,-81.28,Peru,99074
Vacaville,38.3592,-121.9686,United States,99059
Giresun,40.913,38.39,Turkey,98864
Kericho,-0.3596,35.28,Kenya,98852
Ceske Budejovice,48.98,14.46,Czechia,98851
Lahti,60.9939,25.6649,Finland,98826
Kontagora,10.4004,5.4699,Nigeria,98754
Passos,-20.71,-46.61,Brazil,98752
Thimphu,27.473,89.639,Bhutan,98676
Votkinsk,57.0304,53.99,Russia,98633
Orebro,59.2803,15.22,Sweden,98573
Serov,59.615,60.585,Russia,98438
Apatzingan,19.08,-102.35,Mexico,98422
Sparks,39.5727,-119.7131,United States,98345
Jyvaskyla,62.2603,25.75,Finland,98136
Balashov,51.5535,43.1631,Russia,98107
Iseyin,7.97,3.59,Nigeria,98071
Flensburg,54.7837,9.4333,Germany,97930
Zheleznogorsk,52.3548,35.4044,Russia,97900
Atlixco,18.9,-98.45,Mexico,97842
Longmont,40.1691,-105.0995,United States,97835
Uba,-21.1196,-42.95,Brazil,97828
Ozamis,8.1462,123.8444,Philippines,97806
Ourinhos,-22.97,-49.87,Brazil,97799
Middletown,39.5032,-84.3659,United States,97742
Slavonski Brod,45.1603,18.0156,Croatia,97718
Mangochi,-14.4596,35.27,Malawi,97711
L'Ariana,36.8667,10.2,Tunisia,97687
Beaverton,45.4779,-122.8168,United States,97590
Compton,33.893,-118.2275,United States,97550
Trindade,-16.65,-49.5,Brazil,97521
Arapongas,-23.41,-51.43,Brazil,97512
Orem,40.2988,-111.699,United States,97499
Bafra,41.5682,35.9069,Turkey,97452
Az Zahran,26.2914,50.1583,Saudi Arabia,97446
Turkistan,43.3016,68.2549,Kazakhstan,97360
San Carlos del Zulia,9.0104,-71.92,Venezuela,97288
Targu Jiu,45.045,23.274,Romania,97179
Shangzhi,45.2204,127.97,China,96980
Guasave,25.5705,-108.47,Mexico,96860
Bismarck,46.8127,-100.7694,United States,96857
Shostka,51.8734,33.4797,Ukraine,96825
Yasuj,30.659,51.594,Iran,96786
Bunia,1.5604,30.24,Congo (Kinshasa),96764
Federal Way,47.3091,-122.3358,United States,96757
Linkoping,58.41,15.6299,Sweden,96732
Schwerin,53.6333,11.4167,Germany,96641
Bolu,40.7363,31.6061,Turkey,96629
Mtwara,-10.2696,40.19,Tanzania,96602
Araguari,-18.64,-48.2,Brazil,96565
Yen Bai,21.705,104.875,Vietnam,96540
Corumba,-19.016,-57.65,Brazil,96520
Half Way Tree,18.0333,-76.8,Jamaica,96494
Sliven,42.6794,26.33,Bulgaria,96368
Spokane Valley,47.6625,-117.2345,United States,96340
Kelo,9.3171,15.8,Chad,96224
Idaho Falls,43.4878,-112.0359,United States,96166
Boca Raton,26.3749,-80.1078,United States,96114
Erechim,-27.63,-52.27,Brazil,96087
Rio Rancho,35.2873,-106.6979,United States,96028
Yola,9.21,12.48,Nigeria,96006
Aurangabad,24.7704,84.38,India,95929
Sungaipenuh,-2.0631,101.3964,Indonesia,95913
Bolzano,46.5004,11.36,Italy,95895
Mekele,13.5,39.47,Ethiopia,95856
Lawrence,38.9603,-95.2643,United States,95800
Manteca,37.7938,-121.2271,United States,95797
Brockton,42.0821,-71.0242,United States,95630
Meridian,43.6182,-116.398,United States,95623
Mandeville,30.375,-90.0906,United States,95576
Kuznetsk,53.1204,46.6,Russia,95574
South Gate,33.9448,-118.1926,United States,95538
Guliston,40.4957,68.7907,Uzbekistan,95520
San Carlos de Bariloche,-41.15,-71.3,Argentina,95394
Magadan,59.575,150.81,Russia,95282
San Marcos,33.135,-117.1743,United States,95261
Boli,45.7564,130.5759,China,95260
Portsmouth,36.8468,-76.354,United States,95252
Catanzaro,38.9004,16.6,Italy,95251
Hradec Kralove,50.206,15.812,Czechia,95195
Juazeiro,-9.42,-40.5,Brazil,95132
Osijek,45.5504,18.68,Croatia,95077
Al Aqabah,29.527,35.0777,Jordan,95048
Biu,10.6204,12.19,Nigeria,95005
Latacunga,-0.9296,-78.61,Ecuador,94972
Vineland,39.4652,-74.9981,United States,94943
Dobrich,43.5851,27.84,Bulgaria,94831
Naxcivan,39.2092,45.4122,Azerbaijan,94788
Nowra,-34.8828,150.6,Australia,94781
Presov,48.9997,21.2394,Slovakia,94718
Roswell,34.0391,-84.3513,United States,94598
Dearborn,42.3127,-83.213,United States,94444
Kirsehir,39.142,34.171,Turkey,94336
Ponta Pora,-22.53,-55.73,Brazil,94331
Slidell,30.2881,-89.7828,United States,94320
Tracy,37.7254,-121.4447,United States,94277
Bento Goncalves,-29.1695,-51.52,Brazil,94271
Novy Urengoy,66.0833,76.6332,Russia,94212
Al Fujayrah,25.1234,56.3375,United Arab Emirates,94163
Prescott Valley,34.5983,-112.3178,United States,94154
Lagos de Moreno,21.3704,-101.93,Mexico,94127
Yishui,35.7904,118.62,China,94115
Usti Nad Labem,50.663,14.081,Czechia,94105
Livonia,42.3972,-83.3733,United States,94041
Malindi,-3.21,40.1,Kenya,94016
Sunrise,26.1547,-80.2998,United States,93734
Hesperia,34.3974,-117.3144,United States,93724
Quincy,42.2516,-71.0183,United States,93688
Samandagi,36.1171,35.9333,Turkey,93638
Manzhouli,49.6,117.43,China,93620
Tatui,-23.35,-47.86,Brazil,93580
Blacksburg,37.23,-80.4277,United States,93560
Michurinsk,52.9,40.5,Russia,93499
Trelew,-43.25,-65.33,Argentina,93442
Nazran,43.233,44.783,Russia,93357
Daan,45.5,124.3,China,93297
Polatli,39.5842,32.1472,Turkey,93262
Sheberghan,36.658,65.7383,Afghanistan,93241
Bath,51.3837,-2.35,United Kingdom,93238
Bafang,5.1704,10.18,Cameroon,93145
Darwin,-12.4254,130.85,Australia,93080
Noumea,-22.2625,166.4443,New Caledonia,93060
Ho,6.6004,0.47,Ghana,93044
Kineshma,57.47,42.13,Russia,92983
Coronel,-37.03,-73.16,Chile,92940
Wukari,7.8704,9.78,Nigeria,92933
Terre Haute,39.4654,-87.3763,United States,92841
Rosenheim,47.8503,12.1333,Germany,92809
Toowoomba,-27.5645,151.9555,Australia,92800
Carson,33.8374,-118.2559,United States,92797
Quibdo,5.6904,-76.66,Colombia,92780
Sampit,-2.5329,112.95,Indonesia,92710
Plantation,26.126,-80.2617,United States,92706
Lynn,42.4778,-70.9662,United States,92697
Foumban,5.7304,10.9,Cameroon,92673
Florence,34.1782,-79.785,United States,92614
Patos,-7.0196,-37.29,Brazil,92575
Santa Monica,34.0232,-118.4813,United States,92478
Tulcea,45.1993,28.7967,Romania,92475
Fuan,27.0704,119.62,China,92470
Maizuru,35.4504,135.3333,Japan,92465
Villa Maria,-32.41,-63.26,Argentina,92453
Santiago de Compostela,42.8829,-8.5411,Spain,92430
Itaituba,-4.2586,-55.925,Brazil,92308
Lawton,34.6171,-98.4204,United States,92299
Dhangarhi,28.695,80.593,Nepal,92294
Tubarao,-28.48,-49.02,Brazil,92275
Calais,50.9504,1.8333,France,92201
Ciudad Guzman,19.7104,-103.46,Mexico,92161
Eregli,37.5063,34.0517,Turkey,92117
Kohima,25.667,94.1166,India,92113
Danjiangkou,32.52,111.5,China,92008
Miami Beach,25.8171,-80.1396,United States,91917
Bugulma,54.5543,52.7943,Russia,91900
Kuopio,62.8943,27.6949,Finland,91900
Kilosa,-6.8396,36.99,Tanzania,91889
Cabinda,-5.5596,12.19,Angola,91791
Lafayette,39.9946,-105.0996,United States,91767
Arezzo,43.4617,11.875,Italy,91589
Westminster,33.7523,-117.9938,United States,91565
Grahamstown,-33.2996,26.52,South Africa,91548
Dover,43.1887,-70.8845,United States,91514
Novoaltaysk,53.3993,83.9588,Russia,91386
Tecoman,18.9204,-103.88,Mexico,91321
Helsingborg,56.0505,12.7,Sweden,91304
Albany,31.5776,-84.1762,United States,91284
Mons,50.446,3.939,Belgium,91277
Kendu Bay,-0.3596,34.64,Kenya,91248
Portsmouth,43.058,-70.7826,United States,91193
Edmond,35.6689,-97.4159,United States,91191
Muriae,-21.13,-42.39,Brazil,91173
Pingdu,36.7904,119.94,China,91077
Carmel,39.9658,-86.1461,United States,91065
Nigde,37.976,34.694,Turkey,91039
Luleburgaz,41.4067,27.3552,Turkey,90899
Chauk,20.9085,94.823,Burma,90870
Cuauhtemoc,28.4257,-106.8696,Mexico,90835
Drammen,59.7572,10.1907,Norway,90722
Moncton,46.0833,-64.7667,Canada,90635
Klagenfurt,46.6203,14.31,Austria,90610
Hanford,36.326,-119.6539,United States,90515
Phetchaburi,13.1133,99.9412,Thailand,90497
Gatchina,59.5707,30.1333,Russia,90486
San Leandro,37.7071,-122.1601,United States,90465
Itanhaem,-24.18,-46.8,Brazil,90385
Kirovo-Chepetsk,58.5544,50.0444,Russia,90252
Reconquista,-29.1395,-59.65,Argentina,90184
Mbabane,-26.3167,31.1333,Swaziland,90138
Barahona,18.2004,-71.1,Dominican Republic,90128
Fishers,39.959,-85.968,United States,90127
Buea,4.155,9.231,Cameroon,90088
Limerick,52.6647,-8.6231,Ireland,90054
Francistown,-21.17,27.5,Botswana,89979
Livermore,37.6863,-121.7607,United States,89840
Yegoryevsk,55.3848,39.0294,Russia,89795
Jonkoping,57.7713,14.165,Sweden,89780
Santana do Livramento,-30.88,-55.53,Brazil,89694
Decatur,39.8555,-88.9337,United States,89653
Vlore,40.4774,19.4982,Albania,89546
Chester,53.2,-2.92,United Kingdom,89531
Lees Summit,38.9172,-94.3816,United States,89467
Fujin,47.2704,132.02,China,89442
Hosaina,7.5504,37.85,Ethiopia,89300
Suffolk,36.6953,-76.6398,United States,89273
Tambacounda,13.7804,-13.68,Senegal,89212
Muncie,40.1989,-85.395,United States,89186
Sumbawanga,-7.9596,31.62,Tanzania,89161
Valle de la Pascua,9.21,-66.02,Venezuela,89080
Newton,42.3317,-71.2085,United States,89045
Missoula,46.8687,-114.0089,United States,89017
Fall River,41.7136,-71.1014,United States,88930
Shwebo,22.5783,95.6929,Burma,88914
Zarate,-34.0896,-59.04,Argentina,88781
Wangqing,43.3248,129.7343,China,88732
Rafaela,-31.25,-61.5,Argentina,88713
Norrkoping,58.5954,16.1787,Sweden,88639
Montero,-17.3496,-63.26,Bolivia,88616
Chosica,-11.93,-76.71,Peru,88606
Chaman,30.925,66.4463,Pakistan,88568
Rapid City,44.0709,-103.22,United States,88533
Menifee,33.6909,-117.1849,United States,88531
Brovary,50.4943,30.7809,Ukraine,88506
Norwalk,41.1144,-73.4215,United States,88438
Targoviste,44.938,25.459,Romania,88435
Nova Lima,-19.98,-43.85,Brazil,88399
Jackson,42.243,-84.4038,United States,88394
Taldyqorghan,45,78.4,Kazakhstan,88380
Auburn,32.6084,-85.4897,United States,88379
Zhob,31.349,69.4386,Pakistan,88356
Qal at Bishah,20.0087,42.5987,Saudi Arabia,88291
Brusque,-27.13,-48.93,Brazil,88284
Sao Tome,0.3334,6.7333,Sao Tome And Principe,88219
Waukegan,42.3697,-87.8716,United States,88182
Sugar Land,29.5956,-95.6283,United States,88177
Coronel Oviedo,-25.45,-56.44,Paraguay,88101
Hawthorne,33.9147,-118.3476,United States,88031
Bowling Green,36.9725,-86.4371,United States,87976
Yozgat,39.818,34.815,Turkey,87881
Madinat ath Thawrah,35.8367,38.5481,Syria,87880
Ebolowa,2.9,11.15,Cameroon,87875
Saint John,45.267,-66.0767,Canada,87857
Agri,39.7198,43.0513,Turkey,87854
Surigao,9.7843,125.4888,Philippines,87832
Yeysk,46.6988,38.2634,Russia,87814
Canakkale,40.1459,26.4064,Turkey,87791
Parepare,-4.0167,119.6333,Indonesia,87776
Chino,33.9836,-117.6653,United States,87776
San Juan De Los Morros,9.901,-67.354,Venezuela,87739
Napa,38.2982,-122.3011,United States,87733
Buzuluk,52.7821,52.2618,Russia,87714
Kirkland,47.6996,-122.1982,United States,87701
Dalton,34.7688,-84.9711,United States,87688
Makeni,8.8804,-12.05,Sierra Leone,87679
Uman,48.7543,30.2109,Ukraine,87658
Pergamino,-33.8996,-60.57,Argentina,87652
Edinburg,26.3183,-98.1622,United States,87650
Zilina,49.2198,18.7494,Slovakia,87625
Gitarama,-2.0696,29.76,Rwanda,87613
Koidu,8.4405,-10.85,Sierra Leone,87539
Assis,-22.6596,-50.42,Brazil,87471
Changting,25.867,116.3167,China,87458
Citrus Heights,38.6948,-121.288,United States,87432
State College,40.791,-77.8568,United States,87374
Koudougou,12.2505,-2.37,Burkina Faso,87347
Shumen,43.27,26.9294,Bulgaria,87283
Mishan,45.5504,131.88,China,87257
Nenjiang,49.18,125.23,China,87236
Ed Dueim,13.9904,32.3,Sudan,87068
Lokossa,6.615,1.715,Benin,86971
Huaraz,-9.53,-77.53,Peru,86934
Whittier,33.9678,-118.0188,United States,86883
Nouadhibou,20.9,-17.056,Mauritania,86738
Tumaco,1.81,-78.81,Colombia,86713
Newport Beach,33.6151,-117.8669,United States,86688
Ruhengeri,-1.4996,29.63,Rwanda,86685
Anderson,40.0875,-85.6921,United States,86565
Bitola,41.0391,21.3395,Macedonia,86528
Olavarria,-36.9,-60.33,Argentina,86320
Ioanina,39.6679,20.8509,Greece,86304
O'Fallon,38.7853,-90.7178,United States,86274
Panshi,42.9426,126.0561,China,86216
Joplin,37.0766,-94.5016,United States,86144
Lorca,37.6886,-1.6985,Spain,86119
Shchekino,54.0143,37.5143,Russia,86088
Agua Prieta,31.3223,-109.563,Mexico,86083
Potiskum,11.7104,11.08,Nigeria,86002
Huehuetenango,15.3204,-91.47,Guatemala,85992
Chipata,-13.6296,32.64,Zambia,85963
Poitier,46.5833,0.3333,France,85960
Keffi,8.849,7.8736,Nigeria,85911
Usolye Sibirskoye,52.765,103.645,Russia,85900
Clifton,40.8631,-74.1575,United States,85845
Helong,42.5348,129.0044,China,85756
Behbehan,30.5818,50.2615,Iran,85707
Rio Gallegos,-51.6333,-69.2166,Argentina,85700
Chumphon,10.5127,99.1872,Thailand,85686
Alhambra,34.084,-118.1355,United States,85474
Sokcho,38.2087,128.5912,"Korea, South",85430
Versailles,48.8005,2.1333,France,85416
Paulo Afonso,-9.3307,-38.2657,Brazil,85350
Ituiutaba,-18.97,-49.46,Brazil,85345
Bloomington,44.8306,-93.315,United States,85319
Caceres,-16.05,-57.51,Brazil,85274
Liepaga,56.51,21.01,Latvia,85132
Ballarat,-37.5596,143.84,Australia,85109
Louga,15.6104,-16.25,Senegal,85075
Junin,-34.5846,-60.9589,Argentina,85007
Puerto Limon,10,-83.0333,Costa Rica,85001
Hoover,33.3761,-86.8065,United States,84978
Lorient,47.7504,-3.3666,France,84952
Redwood City,37.5026,-122.2251,United States,84950
Nanaimo,49.146,-123.9343,Canada,84905
Savannakhet,16.5376,104.773,Laos,84898
Sumenep,-7.0049,113.8496,Indonesia,84656
Guider,9.9304,13.94,Cameroon,84647
Port Huron,42.9823,-82.4387,United States,84361
Linjiang,41.8363,126.936,China,84315
Trinidad,-14.8334,-64.9,Bolivia,84259
Yurga,55.7258,84.8854,Russia,84220
Mount Pleasant,32.8532,-79.8269,United States,84170
Porto Santana,-0.0396,-51.18,Brazil,83927
Johns Creek,34.0333,-84.2027,United States,83873
Mbarara,-0.5996,30.65,Uganda,83700
Anzhero Sudzhensk,56.08,86.04,Russia,83692
Bethlehem,-28.2196,28.3,South Africa,83654
Londonderry,55.0004,-7.3333,United Kingdom,83652
Troy,42.5817,-83.1458,United States,83641
Peterborough,44.3,-78.3333,Canada,83627
Gisenyi,-1.6847,29.2629,Rwanda,83623
Mission,26.204,-98.3251,United States,83563
Ocana,8.2404,-73.35,Colombia,83511
Ouidah,6.3604,2.09,Benin,83503
Resita,45.297,21.8865,Romania,83324
Codo,-4.4796,-43.88,Brazil,83288
Bryan,30.6661,-96.367,United States,83260
Lake Forest,33.6606,-117.6712,United States,83240
Kampong Cham,12.0004,105.45,Cambodia,83233
Izmayil,45.3503,28.8374,Ukraine,83194
Buena Park,33.8572,-118.0046,United States,83156
Springfield,39.9304,-83.7961,United States,83115
Largo,27.9088,-82.7714,United States,83065
Tulcan,0.822,-77.732,Ecuador,83000
Alexandria,31.2923,-92.47,United States,82995
Cicero,41.8445,-87.7593,United States,82992
Antsiranana,-12.2765,49.3115,Madagascar,82937
Amasya,40.6537,35.833,Turkey,82896
Wiener Neustadt,47.816,16.25,Austria,82762
Araxa,-19.5796,-46.95,Brazil,82595
Mus,38.749,41.4969,Turkey,82536
Nan,18.7868,100.7715,Thailand,82483
Pernik,42.61,23.0227,Bulgaria,82467
Bagamoyo,-6.4396,38.89,Tanzania,82426
Chukai,4.2332,103.4479,Malaysia,82425
Palmerston North,-40.3527,175.6072,New Zealand,82400
Nangong,37.3704,115.37,China,82386
Chimaltenango,14.662,-90.82,Guatemala,82370
Giessen,50.5837,8.65,Germany,82358
Troitsk,54.1056,61.5702,Russia,82338
Banska Bystrica,48.7333,19.15,Slovakia,82336
Kanoya,31.3833,130.85,Japan,82335
Kilis,36.7204,37.12,Turkey,82301
Fier,40.73,19.573,Albania,82297
Conroe,30.3174,-95.4705,United States,82286
Madera,36.964,-120.0803,United States,82278
Pleasanton,37.666,-121.8805,United States,82270
Polatsk,55.4894,28.786,Belarus,82258
Asela,7.9504,39.1399,Ethiopia,82240
Bolgatanga,10.7904,-0.85,Ghana,82177
Abomey,7.1904,1.99,Benin,82154
Chililabombwe,-12.3696,27.82,Zambia,82068
Hattiesburg,31.3073,-89.3169,United States,81995
Qasserine,35.1804,8.83,Tunisia,81987
Presidencia Roque Saenz Pena,-26.79,-60.45,Argentina,81879
Williamsburg,37.2691,-76.7075,United States,81840
Agboville,5.9403,-4.28,C𴥠DӉvoire,81770
Kaspiysk,42.8747,47.6244,Russia,81752
Lujan,-34.5796,-59.11,Argentina,81749
Bendigo,-36.76,144.28,Australia,81657
Watampone,-4.5328,120.3334,Indonesia,81629
Campana,-34.16,-58.96,Argentina,81612
Warwick,41.7061,-71.4334,United States,81579
Sukhumi,43.02,41.02,Georgia,81546
Westland,42.3192,-83.3806,United States,81545
